Timestamp,Latitude,Longitude
2025/3/18 - 16:12:59,49.3843905,1.0678166666666666
2025/3/18 - 16:13:1,49.384391666666666,1.0678198333333333
2025/3/18 - 16:13:3,49.384393,1.0678228333333333
2025/3/18 - 16:13:5,49.384406166666665,1.0678356666666666
2025/3/18 - 16:13:7,49.3844175,1.0678525
2025/3/18 - 16:13:9,49.38443916666667,1.0678678333333333
2025/3/18 - 16:13:11,49.384469833333334,1.0678833333333333
2025/3/18 - 16:13:13,49.384497333333336,1.0679021666666666
2025/3/18 - 16:13:15,49.38452016666667,1.067916
2025/3/18 - 16:13:17,49.38454766666666,1.06791
2025/3/18 - 16:13:19,49.38457416666667,1.0679168333333333
2025/3/18 - 16:13:21,49.384601833333335,1.0679273333333332
2025/3/18 - 16:13:23,49.38462633333333,1.0679346666666667
2025/3/18 - 16:13:25,49.38465583333333,1.0679533333333333
2025/3/18 - 16:13:27,49.384684666666665,1.0679705
2025/3/18 - 16:13:29,49.38471216666667,1.0679943333333333
2025/3/18 - 16:13:31,49.38474266666667,1.068027
2025/3/18 - 16:13:33,49.38477233333333,1.0680646666666667
2025/3/18 - 16:13:35,49.3848015,1.06809
2025/3/18 - 16:13:37,49.384828,1.0681098333333334
2025/3/18 - 16:13:39,49.38485433333333,1.0681428333333334
2025/3/18 - 16:13:41,49.38487766666667,1.0681526666666668
2025/3/18 - 16:13:43,49.3849005,1.068165
2025/3/18 - 16:13:45,49.38492383333333,1.0681928333333333
2025/3/18 - 16:13:47,49.38494566666667,1.068226
2025/3/18 - 16:13:49,49.384969166666664,1.0682533333333333
2025/3/18 - 16:13:51,49.384991166666666,1.0682673333333332
2025/3/18 - 16:13:53,49.384999,1.0682973333333332
2025/3/18 - 16:13:55,49.385012833333334,1.0683303333333334
2025/3/18 - 16:13:57,49.38503683333333,1.0683711666666666
2025/3/18 - 16:13:59,49.38506683333333,1.0683936666666667
2025/3/18 - 16:14:7,49.38515266666666,1.0683981666666666
2025/3/18 - 16:14:9,49.3851615,1.0683965
2025/3/18 - 16:14:11,49.38516933333333,1.0683966666666667
2025/3/18 - 16:14:13,49.3851975,1.0683941666666668
2025/3/18 - 16:14:15,49.3852215,1.0683953333333334
2025/3/18 - 16:14:17,49.38524616666667,1.0684063333333333
2025/3/18 - 16:14:19,49.385273833333336,1.0684233333333333
2025/3/18 - 16:14:21,49.385304833333336,1.0684451666666666
2025/3/18 - 16:14:23,49.3853355,1.0684733333333334
2025/3/18 - 16:14:25,49.385368166666666,1.0684968333333333
2025/3/18 - 16:14:27,49.38539633333333,1.0685221666666667
2025/3/18 - 16:14:29,49.38542133333333,1.0685513333333334
2025/3/18 - 16:14:31,49.38544366666667,1.0685771666666666
2025/3/18 - 16:14:33,49.38545933333333,1.0685951666666667
2025/3/18 - 16:14:35,49.38547966666667,1.0686256666666667
2025/3/18 - 16:14:37,49.385501833333336,1.0686548333333332
2025/3/18 - 16:14:39,49.385518,1.0686801666666665
2025/3/18 - 16:14:41,49.38553233333333,1.068701
2025/3/18 - 16:14:43,49.385544333333335,1.0687243333333334
2025/3/18 - 16:14:45,49.385558333333336,1.0687391666666666
2025/3/18 - 16:14:47,49.38557383333333,1.0687628333333332
2025/3/18 - 16:14:49,49.385593,1.0687868333333332
2025/3/18 - 16:14:51,49.385607,1.0688098333333333
2025/3/18 - 16:14:53,49.385623,1.0688323333333334
2025/3/18 - 16:14:55,49.38564216666666,1.0688548333333334
2025/3/18 - 16:14:57,49.3856585,1.0688733333333333
2025/3/18 - 16:14:59,49.38567583333333,1.0688938333333333
2025/3/18 - 16:15:1,49.38569433333333,1.0689156666666666
2025/3/18 - 16:15:3,49.385714666666665,1.0689316666666666
2025/3/18 - 16:15:5,49.385730333333335,1.0689538333333333
2025/3/18 - 16:15:7,49.385741,1.0689748333333333
2025/3/18 - 16:15:9,49.385744833333334,1.0689963333333332
2025/3/18 - 16:15:11,49.38573933333333,1.0690196666666667
2025/3/18 - 16:15:13,49.385733,1.069045
2025/3/18 - 16:15:15,49.385727333333335,1.0690743333333332
2025/3/18 - 16:15:17,49.38572216666667,1.0690995
2025/3/18 - 16:15:19,49.38571616666667,1.069116
2025/3/18 - 16:15:21,49.3857125,1.0691363333333332
2025/3/18 - 16:15:23,49.38571183333333,1.069142
2025/3/18 - 16:15:25,49.385713,1.0691465
2025/3/18 - 16:15:27,49.385702333333334,1.0691598333333334
2025/3/18 - 16:15:29,49.385704,1.0691675
2025/3/18 - 16:15:31,49.38569966666667,1.0691898333333334
2025/3/18 - 16:15:33,49.38568883333333,1.0692261666666667
2025/3/18 - 16:15:35,49.38568,1.0692711666666666
2025/3/18 - 16:15:37,49.38567,1.0693146666666666
2025/3/18 - 16:15:39,49.385659,1.0693556666666666
2025/3/18 - 16:15:41,49.38565,1.069401
2025/3/18 - 16:15:43,49.385642833333335,1.0694435
2025/3/18 - 16:15:45,49.3856355,1.0694853333333334
2025/3/18 - 16:15:47,49.385625833333336,1.0695181666666667
2025/3/18 - 16:15:49,49.385615333333334,1.0695525
2025/3/18 - 16:15:51,49.38560433333333,1.0695838333333334
2025/3/18 - 16:15:53,49.385593666666665,1.0696148333333333
2025/3/18 - 16:15:55,49.38558583333333,1.0696526666666666
2025/3/18 - 16:15:57,49.38557483333333,1.069688
2025/3/18 - 16:15:59,49.38556416666667,1.0697248333333333
2025/3/18 - 16:16:1,49.385554666666664,1.0697618333333334
2025/3/18 - 16:16:3,49.385539666666666,1.0697913333333333
2025/3/18 - 16:16:5,49.385528666666666,1.0698293333333333
2025/3/18 - 16:16:7,49.38551866666667,1.0698593333333333
2025/3/18 - 16:16:9,49.385507833333335,1.0698855
2025/3/18 - 16:16:11,49.385497,1.0699128333333334
2025/3/18 - 16:16:13,49.385485,1.0699486666666667
2025/3/18 - 16:16:15,49.38547283333333,1.0699798333333332
2025/3/18 - 16:16:17,49.385461666666664,1.0700075
2025/3/18 - 16:16:19,49.385451333333336,1.0700466666666666
2025/3/18 - 16:16:21,49.38544016666667,1.0700785
2025/3/18 - 16:16:23,49.38542966666667,1.0701203333333333
2025/3/18 - 16:16:25,49.385419,1.0701578333333333
2025/3/18 - 16:16:27,49.3854075,1.0701913333333333
2025/3/18 - 16:16:29,49.38539683333333,1.070224
2025/3/18 - 16:16:31,49.38538783333333,1.0702598333333333
2025/3/18 - 16:16:33,49.385378833333334,1.0702909999999999
2025/3/18 - 16:16:35,49.3853705,1.0703276666666666
2025/3/18 - 16:16:37,49.3853585,1.0703645
2025/3/18 - 16:16:39,49.38534166666667,1.0703866666666666
2025/3/18 - 16:16:41,49.385321833333336,1.0704016666666667
2025/3/18 - 16:16:43,49.38530133333333,1.0704248333333333
2025/3/18 - 16:16:45,49.385279,1.0704368333333334
2025/3/18 - 16:16:47,49.38525583333333,1.0704523333333333
2025/3/18 - 16:16:49,49.385236166666665,1.0704628333333333
2025/3/18 - 16:17:4,49.3852025,1.0704926666666668
2025/3/18 - 16:17:6,49.38520233333333,1.0704933333333333
2025/3/18 - 16:17:8,49.385188166666666,1.0705016666666667
2025/3/18 - 16:17:10,49.38516883333333,1.0705149999999999
2025/3/18 - 16:17:12,49.38514583333333,1.0705328333333333
2025/3/18 - 16:17:14,49.3851255,1.0705471666666666
2025/3/18 - 16:17:16,49.38510516666667,1.0705628333333332
2025/3/18 - 16:17:18,49.385085333333336,1.0705843333333334
2025/3/18 - 16:17:20,49.38506666666667,1.0706038333333334
2025/3/18 - 16:17:22,49.3850475,1.0706253333333333
2025/3/18 - 16:17:24,49.38503016666667,1.0706478333333334
2025/3/18 - 16:17:26,49.38501933333333,1.0706769999999999
2025/3/18 - 16:17:28,49.385011,1.0707151666666666
2025/3/18 - 16:17:30,49.38500666666667,1.070753
2025/3/18 - 16:17:32,49.38500366666667,1.0707865
2025/3/18 - 16:17:34,49.385003833333336,1.0708246666666668
2025/3/18 - 16:17:36,49.38500333333333,1.070859
2025/3/18 - 16:17:38,49.38500066666666,1.0708948333333332
2025/3/18 - 16:17:40,49.38500616666666,1.0709343333333332
2025/3/18 - 16:17:42,49.385017166666664,1.070971
2025/3/18 - 16:17:44,49.3850315,1.0709933333333332
2025/3/18 - 16:17:46,49.38504233333333,1.0710103333333334
2025/3/18 - 16:17:48,49.385059,1.0710318333333333
2025/3/18 - 16:17:50,49.38507633333333,1.0710553333333332
2025/3/18 - 16:17:52,49.38509216666667,1.0710843333333333
2025/3/18 - 16:17:54,49.385104166666665,1.0711135
2025/3/18 - 16:17:56,49.385115166666665,1.0711438333333334
2025/3/18 - 16:17:58,49.3851305,1.0711741666666668
2025/3/18 - 16:18:0,49.385143,1.0711998333333332
2025/3/18 - 16:18:2,49.3851515,1.0712208333333333
2025/3/18 - 16:18:4,49.38515916666667,1.0712423333333334
2025/3/18 - 16:18:6,49.385167,1.0712575
2025/3/18 - 16:18:8,49.385176666666666,1.0712721666666667
2025/3/18 - 16:18:10,49.38518966666667,1.0712843333333333
2025/3/18 - 16:18:12,49.385202166666666,1.0712915
2025/3/18 - 16:18:14,49.38520583333333,1.0713006666666667
2025/3/18 - 16:18:16,49.38521933333333,1.0712956666666666
2025/3/18 - 16:18:18,49.385235333333334,1.0712873333333333
2025/3/18 - 16:18:20,49.38525933333333,1.0712656666666667
2025/3/18 - 16:18:22,49.3852815,1.071248
2025/3/18 - 16:18:24,49.38530133333333,1.0712343333333334
2025/3/18 - 16:18:26,49.385321166666664,1.0712201666666668
2025/3/18 - 16:18:28,49.385345,1.0711961666666667
2025/3/18 - 16:18:30,49.38537516666667,1.0711798333333333
2025/3/18 - 16:18:32,49.38538883333333,1.0711616666666666
2025/3/18 - 16:18:34,49.38539983333333,1.0711446666666666
2025/3/18 - 16:18:36,49.385414,1.0711263333333334
2025/3/18 - 16:18:38,49.385424,1.0711141666666666
2025/3/18 - 16:18:41,49.38544366666667,1.0710985
2025/3/18 - 16:18:43,49.38547,1.0710745
2025/3/18 - 16:18:45,49.385502333333335,1.0710435
2025/3/18 - 16:18:47,49.385515,1.0710166666666667
2025/3/18 - 16:18:49,49.385518499999996,1.0709873333333333
2025/3/18 - 16:18:51,49.38552033333333,1.0709498333333334
2025/3/18 - 16:18:53,49.38553066666667,1.0709091666666666
2025/3/18 - 16:18:55,49.385534666666665,1.0708731666666667
2025/3/18 - 16:18:57,49.38555233333333,1.0708441666666666
2025/3/18 - 16:18:59,49.38556783333333,1.070833
2025/3/18 - 16:19:1,49.38557083333333,1.0708298333333333
2025/3/18 - 16:19:3,49.38558466666667,1.0708298333333333
2025/3/18 - 16:19:5,49.38561166666667,1.0708298333333333
2025/3/18 - 16:19:7,49.38564383333333,1.0708281666666666
2025/3/18 - 16:19:9,49.38567283333333,1.0708296666666666
2025/3/18 - 16:19:11,49.3856955,1.0708306666666667
2025/3/18 - 16:19:13,49.38570766666667,1.0708328333333332
2025/3/18 - 16:19:15,49.38572683333333,1.0708395
2025/3/18 - 16:19:17,49.38575316666667,1.0708493333333333
2025/3/18 - 16:19:19,49.385785,1.0708575
2025/3/18 - 16:19:21,49.385810166666666,1.0708671666666667
2025/3/18 - 16:19:23,49.38583583333333,1.0708763333333333
2025/3/18 - 16:19:25,49.3858475,1.0708776666666666
2025/3/18 - 16:19:27,49.38585233333333,1.0708766666666667
2025/3/18 - 16:19:29,49.38585466666667,1.0708761666666666