Timestamp,Latitude,Longitude,Altitude
2025-3-18T17:3:23,49.38448966666667,1.0684878333333334,50.32
2025-3-18T17:3:25,49.38447516666667,1.0684704999999999,49.78
2025-3-18T17:3:27,49.38446033333333,1.0684505,49.14
2025-3-18T17:3:29,49.38445166666666,1.0684318333333334,48.5
2025-3-18T17:3:31,49.38444283333333,1.0684146666666667,45.4
2025-3-18T17:3:33,49.3844325,1.068398,44.96
2025-3-18T17:3:35,49.38442666666666,1.0683868333333333,44.72
2025-3-18T17:3:37,49.38442116666667,1.0683751666666665,44.38
2025-3-18T17:3:39,49.38441516666666,1.0683643333333332,41.48
2025-3-18T17:3:41,49.384410333333335,1.068355,41.23
2025-3-18T17:3:43,49.384409,1.0683496666666668,41.0
2025-3-18T17:3:45,49.384406166666665,1.0683448333333334,40.35
2025-3-18T17:3:47,49.38440683333333,1.06834,37.56
2025-3-18T17:3:49,49.384409,1.0683353333333334,39.32
2025-3-18T17:3:51,49.384404833333335,1.0683243333333332,36.41
2025-3-18T17:3:53,49.38440133333333,1.0683123333333333,35.97
2025-3-18T17:3:55,49.384399333333334,1.0683033333333334,35.64
2025-3-18T17:3:57,49.384396333333335,1.0682938333333334,35.0
2025-3-18T17:3:59,49.38439233333333,1.0682831666666666,32.36
2025-3-18T17:4:1,49.38438766666667,1.0682705,31.82
2025-3-18T17:4:3,49.38438266666667,1.068257,31.18
2025-3-18T17:4:5,49.38437733333333,1.0682426666666667,30.44
2025-3-18T17:4:7,49.3843725,1.0682308333333332,27.24
2025-3-18T17:4:9,49.384367833333336,1.0682194999999999,27.06
2025-3-18T17:4:11,49.38436466666666,1.0682121666666666,24.06
2025-3-18T17:4:13,49.3843605,1.0682018333333334,23.32
2025-3-18T17:4:15,49.384356333333336,1.0681916666666667,22.78
2025-3-18T17:4:17,49.3843515,1.0681818333333333,22.24
2025-3-18T17:4:19,49.384348,1.0681743333333333,21.89
2025-3-18T17:4:21,49.384344999999996,1.0681673333333332,19.1
2025-3-18T17:4:23,49.384342333333336,1.0681608333333332,18.86
2025-3-18T17:4:25,49.38434066666667,1.0681558333333334,18.62
2025-3-18T17:4:27,49.3843385,1.0681501666666666,17.82
2025-3-18T17:4:29,49.384336499999996,1.0681443333333334,17.48
2025-3-18T17:4:31,49.38433583333333,1.0681413333333334,17.54
2025-3-18T17:4:33,49.38433416666667,1.0681368333333334,14.64
2025-3-18T17:4:35,49.38433233333333,1.0681315,14.3
2025-3-18T17:4:37,49.384326333333334,1.068127,13.8
2025-3-18T17:4:39,49.384321,1.068122,13.6
2025-3-18T17:4:41,49.38431666666666,1.0681131666666666,13.46
2025-3-18T17:4:43,49.38431533333333,1.0681056666666666,13.22
2025-3-18T17:4:45,49.384313666666664,1.0680986666666668,12.52
2025-3-18T17:4:47,49.384312666666666,1.0680913333333333,12.28
2025-3-18T17:4:49,49.384311333333336,1.0680808333333334,9.28
2025-3-18T17:4:51,49.384310166666666,1.0680728333333334,9.03
2025-3-18T17:4:53,49.3843085,1.0680615,8.6
2025-3-18T17:4:55,49.384307666666665,1.0680543333333332,8.46
2025-3-18T17:4:57,49.384306333333335,1.0680476666666667,5.66
2025-3-18T17:4:59,49.384304666666665,1.0680408333333333,7.32
2025-3-18T17:5:1,49.38430366666667,1.0680351666666668,4.32
2025-3-18T17:5:3,49.384303333333335,1.0680315,4.18
2025-3-18T17:5:5,49.38430283333333,1.0680288333333334,4.140000000000001
2025-3-18T17:5:7,49.38430116666667,1.068026,3.5300000000000002
2025-3-18T17:5:9,49.3843005,1.0680226666666666,3.2
2025-3-18T17:5:11,49.38430116666667,1.0680205,0.2
2025-3-18T17:5:13,49.38430116666667,1.068018,1.3
2025-3-18T17:5:15,49.3843015,1.0680161666666665,2.29
2025-3-18T17:5:17,49.384301666666666,1.0680146666666666,3.39
2025-3-18T17:5:19,49.3843015,1.0680131666666666,4.4
2025-3-18T17:5:21,49.389762499999996,1.0680115,5.5
2025-3-18T17:5:23,49.38430066666667,1.0680093333333334,6.59
2025-3-18T17:5:25,49.3843005,1.0680068333333332,7.59
2025-3-18T17:5:27,49.38429983333333,1.0680038333333333,8.69
2025-3-18T17:5:29,49.384298666666666,1.0680003333333332,9.69
2025-3-18T17:5:31,49.38429683333333,1.0679971666666666,10.69
2025-3-18T17:5:33,49.3842955,1.0679936666666667,11.9
2025-3-18T17:5:35,49.38429383333333,1.0679911666666666,12.69
2025-3-18T17:5:37,49.38429266666667,1.0679885,13.59
2025-3-18T17:5:39,49.384291499999996,1.0679861666666666,14.4
2025-3-18T17:5:41,49.38429133333333,1.0679841666666667,15.19
2025-3-18T17:5:43,49.38429033333333,1.067984,16.3
2025-3-18T17:5:45,49.38428916666667,1.067984,16.89
2025-3-18T17:5:47,49.38428783333333,1.067984,17.5
2025-3-18T17:5:49,49.38428666666667,1.0679841666666667,18.0
2025-3-18T17:5:51,49.384286,1.067984,18.39
2025-3-18T17:5:55,49.38428533333333,1.067984,19.1
2025-3-18T17:5:57,49.38428483333333,1.0679845,19.5
2025-3-18T17:5:59,49.38428483333333,1.0679845,19.69
2025-3-18T17:6:1,49.38428483333333,1.0679841666666667,20.0
2025-3-18T17:6:3,49.38428483333333,1.0679841666666667,20.39
2025-3-18T17:6:5,49.38428483333333,1.067984,20.8
2025-3-18T17:6:7,49.38428483333333,1.0679846666666666,21.19
2025-3-18T17:6:9,49.3842845,1.0679848333333333,21.6
2025-3-18T17:6:11,49.38428366666667,1.0679851666666667,22.0
2025-3-18T17:6:13,49.3842835,1.0679846666666666,22.39
2025-3-18T17:6:15,49.384282999999996,1.0679846666666666,22.69
2025-3-18T17:6:17,49.384282666666664,1.0679841666666667,23.1
2025-3-18T17:6:19,49.384282666666664,1.067984,23.5
2025-3-18T17:6:21,49.384282666666664,1.067984,24.0
2025-3-18T17:6:23,49.384282666666664,1.0679838333333334,24.39
2025-3-18T17:6:25,49.384282999999996,1.0679835,24.8
2025-3-18T17:6:27,49.384282999999996,1.0679833333333333,25.19
2025-3-18T17:6:35,49.384275333333335,1.067983,27.39
2025-3-18T17:6:37,49.3842745,1.0679818333333333,257.55
2025-3-18T17:6:39,49.38427466666666,1.0679818333333333,28.1
2025-3-18T17:6:41,49.384274166666664,1.067982,28.5
2025-3-18T17:6:43,49.3842735,1.0679816666666666,28.8
2025-3-18T17:6:45,49.38427333333333,1.0679831666666666,29.19
2025-3-18T17:6:47,49.38427333333333,1.0679841666666667,29.5
2025-3-18T17:6:49,49.38427333333333,1.0679846666666666,29.8
2025-3-18T17:6:51,49.384272333333335,1.0679846666666666,30.1
2025-3-18T17:6:53,49.384271166666664,1.067984,30.5
2025-3-18T17:6:55,49.384270666666666,1.0679833333333333,30.8
2025-3-18T17:6:57,49.3842705,1.0679833333333333,31.0
2025-3-18T17:6:59,49.3842705,1.067984,31.3
2025-3-18T17:7:1,49.384271166666664,1.0679853333333333,31.6
2025-3-18T17:7:3,49.38427166666666,1.0679861666666666,31.89